drug_name,reaction,n,total_drug,total_reaction,ror,pct_of_drug
Клоназепам,Усталость,1,54,235,0.7510312257138873,1.8518518518518516
Флувоксамин,Запор,1,59,216,0.7490630019632339,1.694915254237288
Метформин,Запор,1,59,216,0.7490630019632339,1.694915254237288
Агомелатин,Запор,1,59,216,0.7490630019632339,1.694915254237288
Агомелатин,Миалгия,1,59,216,0.7490630019632339,1.694915254237288
Топирамат,Тромбоцитопения,2,92,232,0.7487326374324373,2.1739130434782608
Метопролол,Головокружение,1,62,206,0.7480268233339268,1.6129032258064515
Азитромицин,Бессонница,1,51,250,0.7463838568225559,1.9607843137254901
Клонидин,Бессонница,1,51,250,0.7463838568225559,1.9607843137254901
Эдоксабан,Гиперкалиемия,1,61,210,0.7455176630702776,1.639344262295082
Агомелатин,Повышение креатинина,1,59,217,0.7454846923669094,1.694915254237288
Метформин,Повышение креатинина,1,59,217,0.7454846923669094,1.694915254237288
Рилменидин,Изжога,1,58,221,0.7443359952676722,1.7241379310344827
Моклобемид,Гипогликемия,1,66,195,0.7428913440216645,1.5151515151515151
Моклобемид,Кашель,1,66,195,0.7428913440216645,1.5151515151515151
Метформин,Тахикардия,1,59,218,0.7419392867668729,1.694915254237288
Эдоксабан,Шум в ушах,1,61,211,0.7418582281462869,1.639344262295082
Телмисартан,Анемия,1,69,187,0.7414140623471165,1.4492753623188406
Валсартан,Сыпь,1,52,247,0.7410346796904231,1.9230769230769231
Варфарин,Отёки,1,58,222,0.7408577878103837,1.7241379310344827
Рилменидин,Отёки,1,58,222,0.7408577878103837,1.7241379310344827
Гидралазин,Отёки,1,58,222,0.7408577878103837,1.7241379310344827
Розувастатин,Метеоризм,1,55,234,0.7404082274129227,1.8181818181818181
Топирамат,Усталость,2,92,235,0.7387580299785866,2.1739130434782608
Розувастатин,Усталость,1,55,235,0.7371334676551711,1.8181818181818181
Флувоксамин,Нарушение зрения,1,59,220,0.7349453887039309,1.694915254237288
Варфарин,Брадикардия,1,58,224,0.7339947475926466,1.7241379310344827
Рилменидин,Брадикардия,1,58,224,0.7339947475926466,1.7241379310344827
Клопидогрел,Желудочно-кишечные расстройства,1,55,236,0.7338865190206276,1.8181818181818181
Розувастатин,Желудочно-кишечные расстройства,1,55,236,0.7338865190206276,1.8181818181818181
Эплеренон,Желудочно-кишечные расстройства,1,55,236,0.7338865190206276,1.8181818181818181
Лоразепам,Гиперкалиемия,1,62,210,0.7332790034344259,1.6129032258064515
Симвастатин,Гиперкалиемия,1,62,210,0.7332790034344259,1.6129032258064515
Трандолаприл,Гипогликемия,1,67,195,0.7316040744534859,1.4925373134328357
Трандолаприл,Кашель,1,67,195,0.7316040744534859,1.4925373134328357
Эпросартан,Гипогликемия,1,67,195,0.7316040744534859,1.4925373134328357
Гепарин,Гипогликемия,1,67,195,0.7316040744534859,1.4925373134328357
Доксазозин,Шум в ушах,1,62,211,0.7296796245872197,1.6129032258064515
Дулоксетин,Тахикардия,1,60,218,0.7293538104897132,1.6666666666666667
Апиксабан,Сонливость,1,50,261,0.7281451753620659,2.0
Вальпроевая кислота,Тошнота,1,59,222,0.7280777912832089,1.694915254237288
Рамелтеон,Отёки,1,59,222,0.7280777912832089,1.694915254237288
Вальпроевая кислота,Отёки,1,59,222,0.7280777912832089,1.694915254237288
Флувоксамин,Гипотензия,1,59,222,0.7280777912832089,1.694915254237288
Агомелатин,Гипотензия,1,59,222,0.7280777912832089,1.694915254237288
Агомелатин,Тошнота,1,59,222,0.7280777912832089,1.694915254237288
Эналаприл,Отёки,1,59,222,0.7280777912832089,1.694915254237288
Ибупрофен,Сонливость,2,84,261,0.7270975652478543,2.380952380952381
Фенофибрат,Метеоризм,1,56,234,0.7269517911916199,1.7857142857142856
Эноксапарин,Метеоризм,1,56,234,0.7269517911916199,1.7857142857142856
Вальпроевая кислота,Нарушение вкуса,1,59,223,0.7246902909824258,1.694915254237288
Агомелатин,Нарушение вкуса,1,59,223,0.7246902909824258,1.694915254237288
Верапамил,Запор,1,61,216,0.7240704876224809,1.639344262295082
Эдоксабан,Миалгия,1,61,216,0.7240704876224809,1.639344262295082
Варфарин,Лейкопения,1,58,227,0.7239274402533832,1.7241379310344827
Дулоксетин,Нарушение зрения,1,60,220,0.7224785130453092,1.6666666666666667
Метформин,Брадикардия,1,59,224,0.7213331038834394,1.694915254237288
Рамелтеон,Брадикардия,1,59,224,0.7213331038834394,1.694915254237288
Изосорбида мононитрат,Повышение креатинина,1,61,217,0.7206115320748956,1.639344262295082
Венлафаксин,Желудочно-кишечные расстройства,1,56,236,0.7205485740517589,1.7857142857142856
Периндоприл,Анемия,1,71,187,0.7201528720552165,1.4084507042253522
Фуросемид,Аллергические реакции,1,67,198,0.7201484724469401,1.4925373134328357
Эпросартан,Аллергические реакции,1,67,198,0.7201484724469401,1.4925373134328357
Агомелатин,Головная боль,1,59,225,0.7180058249100565,1.694915254237288
Флувоксамин,Головная боль,1,59,225,0.7180058249100565,1.694915254237288
Изосорбида мононитрат,Тахикардия,1,61,218,0.717184383015104,1.639344262295082
Атенолол,Тромбоцитопения,2,96,232,0.7165811612666276,2.083333333333333
Бупропион,Сухость во рту,1,79,170,0.7126430302688687,1.2658227848101267
Моклобемид,Повышение печёночных ферментов,1,66,203,0.7126378286683631,1.5151515151515151
Азилсартан,Повышение печёночных ферментов,1,66,203,0.7126378286683631,1.5151515151515151
Миноксидил,Нарушение вкуса,1,60,223,0.712397318477953,1.6666666666666667
Лоразепам,Миалгия,1,62,216,0.7121838039726105,1.6129032258064515
Рамелтеон,Лейкопения,1,59,227,0.7114394068036453,1.694915254237288
Эдоксабан,Нарушение зрения,1,61,220,0.7104237655076339,1.639344262295082
Телмисартан,Гипогликемия,1,69,195,0.7100182012647065,1.4492753623188406
Пароксетин,Кашель,1,69,195,0.7100182012647065,1.4492753623188406
Аторвастатин,Гиперкалиемия,1,64,210,0.7099580929472121,1.5625
Изосорбида мононитрат,Изжога,1,61,221,0.7070894473491877,1.639344262295082
Лоразепам,Тахикардия,1,62,218,0.7054107092795067,1.6129032258064515
Эдоксабан,Отёки,1,61,222,0.7037852359009757,1.639344262295082
Дулоксетин,Диарея,1,60,226,0.7025843596862249,1.6666666666666667
Азилсартан,Головокружение,1,66,206,0.7019000390037332,1.5151515151515151
Фуросемид,Повышение печёночных ферментов,1,67,203,0.7018100807574492,1.4925373134328357
Рамиприл,Повышение печёночных ферментов,1,67,203,0.7018100807574492,1.4925373134328357
Топирамат,Сыпь,2,92,247,0.7012973860989524,2.1739130434782608
Верапамил,Нарушение вкуса,1,61,223,0.7005107252298264,1.639344262295082
Изосорбида мононитрат,Нарушение вкуса,1,61,223,0.7005107252298264,1.639344262295082
Эдоксабан,Нарушение вкуса,1,61,223,0.7005107252298264,1.639344262295082
Карбамазепин,Анемия,1,73,187,0.7000647129518351,1.36986301369863
Лизиноприл,Анемия,1,73,187,0.7000647129518351,1.36986301369863
Омепразол,Кашель,1,70,195,0.6996911468254703,1.4285714285714286
Омепразол,Гипогликемия,1,70,195,0.6996911468254703,1.4285714285714286
Вортиоксетин,Гипогликемия,1,70,195,0.6996911468254703,1.4285714285714286
Пароксетин,Аллергические реакции,1,69,198,0.6989004896978658,1.4492753623188406
Симвастатин,Нарушение зрения,1,62,220,0.6987610422801267,1.6129032258064515
Гидралазин,Усталость,1,58,235,0.6983405951608418,1.7241379310344827
Эдоксабан,Брадикардия,1,61,224,0.6972655166675912,1.639344262295082
Агомелатин,Тромбоцитопения,1,59,232,0.6955197430359417,1.694915254237288
Метформин,Тромбоцитопения,1,59,232,0.6955197430359417,1.694915254237288
Доксазозин,Изжога,1,62,221,0.6954814446103645,1.6129032258064515
Метопролол,Изжога,1,62,221,0.6954814446103645,1.6129032258064515
Лоразепам,Изжога,1,62,221,0.6954814446103645,1.6129032258064515
Изосорбида мононитрат,Головная боль,1,61,225,0.6940492186493401,1.639344262295082
Карведилол,Тошнота,1,62,222,0.6922314595606454,1.6129032258064515
Карведилол,Отёки,1,62,222,0.6922314595606454,1.6129032258064515
Метопролол,Гипотензия,1,62,222,0.6922314595606454,1.6129032258064515
Доксазозин,Тошнота,1,62,222,0.6922314595606454,1.6129032258064515
Гепарин,Головокружение,1,67,206,0.6912353877394215,1.4925373134328357
Клопидогрел,Бессонница,1,55,250,0.6911621407953522,1.8181818181818181
Никорандил,Бессонница,1,55,250,0.6911621407953522,1.8181818181818181
Эдоксабан,Диарея,1,61,226,0.690861446555863,1.639344262295082
Верапамил,Диарея,1,61,226,0.690861446555863,1.639344262295082
Ламотриджин,Анемия,1,74,187,0.6904305958308256,1.3513513513513513
Правастатин,Гипогликемия,1,71,195,0.6896570584696166,1.4084507042253522
Правастатин,Кашель,1,71,195,0.6896570584696166,1.4084507042253522
Аторвастатин,Запор,1,64,216,0.6895335878838811,1.5625
Рамелтеон,Метеоризм,1,59,234,0.6893427771372096,1.694915254237288
Лоразепам,Нарушение вкуса,1,62,223,0.6890106878596876,1.6129032258064515
Омепразол,Аллергические реакции,1,70,198,0.6887350878790638,1.4285714285714286
Верапамил,Лейкопения,1,61,227,0.6877018225603415,1.639344262295082
Изосорбида мононитрат,Лейкопения,1,61,227,0.6877018225603415,1.639344262295082
Венлафаксин,Сыпь,1,56,247,0.6871882024011842,1.7857142857142856
Лоразепам,Брадикардия,1,62,224,0.6858187373820047,1.6129032258064515
Доксазозин,Брадикардия,1,62,224,0.6858187373820047,1.6129032258064515
